,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
3808,IndiGo,6/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,08:35,21:20,12h 45m,2 stops,No info,7682
8212,Jet Airways,21/05/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,20:00,04:25 22 May,8h 25m,2 stops,No info,16263
3935,Multiple carriers,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,19:45,13h 5m,1 stop,No info,12615
6149,Vistara,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,18:50 10 Jun,25h 50m,1 stop,No info,9135
6206,Air India,3/03/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:55,07:40 04 Mar,25h 45m,2 stops,No info,15113
1449,IndiGo,15/05/2019,Kolkata,Banglore,CCU ? BLR,22:15,00:50 16 May,2h 35m,non-stop,No info,4804
1699,IndiGo,6/06/2019,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,non-stop,No info,2754
3458,Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,21:00,14h,1 stop,No info,7408
9607,Jet Airways,12/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,12:35 13 Jun,26h 55m,2 stops,No info,13014
2739,Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,10844
9849,Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,19:00,5h,1 stop,No info,14714
9838,SpiceJet,27/04/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:25,2h 25m,non-stop,No info,4174
9127,Air India,12/03/2019,Banglore,New Delhi,BLR ? BOM ? IXC ? DEL,08:50,13:55 13 Mar,29h 5m,2 stops,No info,13303
3316,IndiGo,15/06/2019,Kolkata,Banglore,CCU ? BLR,14:25,16:55,2h 30m,non-stop,No info,4804
1308,Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,08:45,19:15,10h 30m,1 stop,No info,8266
6144,IndiGo,6/04/2019,Kolkata,Banglore,CCU ? BLR,09:35,12:20,2h 45m,non-stop,No info,4174
3730,Air India,27/05/2019,Delhi,Cochin,DEL ? LKO ? BOM ? COK,18:30,19:15 28 May,24h 45m,2 stops,No info,12488
9590,Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,16:20 02 Apr,21h 25m,1 stop,No info,12681
2812,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,13:25,04:25 28 May,15h,2 stops,No info,16704
9484,Air India,21/03/2019,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,19:15 22 Mar,38h,3 stops,No info,9128
2810,Vistara,6/05/2019,Banglore,Delhi,BLR ? DEL,19:30,22:15,2h 45m,non-stop,No info,4878
10165,Air India,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:00,20:25,13h 25m,1 stop,No info,10203
951,IndiGo,6/06/2019,Chennai,Kolkata,MAA ? CCU,22:05,00:25 07 Jun,2h 20m,non-stop,No info,5277
5797,Vistara,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,20:20 07 May,27h 20m,1 stop,No info,8610
5218,IndiGo,9/03/2019,Delhi,Cochin,DEL ? TRV ? COK,21:05,01:45 10 Mar,4h 40m,1 stop,No info,6937
9406,Air India,24/03/2019,Kolkata,Banglore,CCU ? BBI ? BLR,09:10,13:40,4h 30m,1 stop,No info,8026
1826,IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,06:00,08:45,2h 45m,non-stop,No info,4777
9203,Jet Airways,1/06/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,7229
3878,Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,19:00 22 May,24h 45m,1 stop,No info,16079
1717,IndiGo,1/03/2019,Kolkata,Banglore,CCU ? BLR,15:10,17:45,2h 35m,non-stop,No info,6565
7246,Air India,24/03/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,07:00,01:20 25 Mar,18h 20m,2 stops,No info,13428
5655,Vistara,18/04/2019,Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,non-stop,No info,6216
4283,Jet Airways,21/05/2019,Banglore,Delhi,BLR ? DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,4030
4624,Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,05:05 16 Mar,17h 25m,1 stop,No info,13555
347,Jet Airways,12/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,21:25,12:35 13 Jun,15h 10m,2 stops,In-flight meal not included,11507
10382,Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,08:15 25 May,11h 5m,1 stop,No info,14178
8100,Jet Airways,6/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,04:25 07 Jun,18h 45m,2 stops,In-flight meal not included,10368
9719,Air India,21/03/2019,Delhi,Cochin,DEL ? MAA ? COK,06:05,09:25 22 Mar,27h 20m,1 stop,No info,7532
5557,IndiGo,3/03/2019,Kolkata,Banglore,CCU ? BLR,14:20,16:55,2h 35m,non-stop,No info,6565
5593,Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,10:55 10 May,17h 55m,1 stop,No info,10953
4099,Air India,03/03/2019,Banglore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,8588
1812,Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:15,8h 40m,1 stop,No info,7575
7279,GoAir,24/04/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:35,9h,1 stop,No info,5430
2714,Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,12:35,6h 35m,1 stop,No info,12524
128,IndiGo,24/06/2019,Banglore,Delhi,BLR ? DEL,04:00,06:50,2h 50m,non-stop,No info,3943
8188,Air India,21/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:45,09:25 22 Mar,23h 40m,2 stops,No info,8140
6434,Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,14:05,19:10,5h 5m,1 stop,No info,19225
9676,IndiGo,09/03/2019,Banglore,New Delhi,BLR ? HYD ? DEL,15:40,20:35,4h 55m,1 stop,No info,5226
4741,Jet Airways,1/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,09:35,12:35 02 Jun,27h,2 stops,No info,13292
7701,IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,08:30,11:30,3h,non-stop,No info,7303
4147,Air India,15/05/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,19:15 16 May,21h 15m,2 stops,No info,11281
4700,SpiceJet,15/06/2019,Banglore,Delhi,BLR ? DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,4885
6327,Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,14848
4232,IndiGo,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,01:30 16 Jun,14h 55m,1 stop,No info,5883
10563,Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,18:15 13 May,21h 5m,1 stop,In-flight meal not included,10844
2324,Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,08:15 10 May,11h 5m,1 stop,In-flight meal not included,9663
7334,Jet Airways,24/05/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,No info,5678
642,Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,9899
6675,Vistara,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,20:20,13h 10m,1 stop,No info,8610
5827,Air India,24/05/2019,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,non-stop,No info,3100
174,Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,09:20 07 May,12h 10m,1 stop,In-flight meal not included,9663
9902,Vistara,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,20:20 25 May,24h,1 stop,No info,9345
5517,SpiceJet,24/04/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:25,2h 25m,non-stop,No info,4174
4328,Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,01:30 10 Jun,12h 40m,1 stop,No info,6795
7932,SpiceJet,6/04/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 07 Apr,2h 20m,non-stop,No check-in baggage included,3841
8780,Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,23:35,7h 5m,1 stop,In-flight meal not included,10844
10268,Jet Airways,3/03/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,05:25,04:25 04 Mar,23h,2 stops,No info,18799
345,IndiGo,6/06/2019,Kolkata,Banglore,CCU ? BLR,22:15,00:50 07 Jun,2h 35m,non-stop,No info,4804
6392,Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:15,7h 45m,1 stop,No info,15898
9639,IndiGo,24/06/2019,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,non-stop,No info,3597
5246,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,04:25 16 Jun,18h 45m,2 stops,In-flight meal not included,10368
7126,Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,05:45,10:25,4h 40m,1 stop,No info,12284
1049,Vistara,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,18:50,11h 40m,1 stop,No info,9555
2732,Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,23:35 10 May,27h 10m,1 stop,No info,13067
8783,Vistara,15/06/2019,Banglore,Delhi,BLR ? DEL,09:45,12:35,2h 50m,non-stop,No info,4878
724,IndiGo,15/05/2019,Delhi,Cochin,DEL ? MAA ? COK,02:00,07:25,5h 25m,1 stop,No info,8618
1440,Air India,3/06/2019,Delhi,Cochin,DEL ? LKO ? BOM ? COK,12:20,19:15 04 Jun,30h 55m,2 stops,No info,12488
3835,SpiceJet,1/03/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:30,2h 30m,non-stop,No info,5515
1554,IndiGo,24/06/2019,Banglore,Delhi,BLR ? DEL,06:05,08:50,2h 45m,non-stop,No info,3943
7733,Air India,3/06/2019,Kolkata,Banglore,CCU ? BLR,20:45,23:20,2h 35m,non-stop,No info,4145
6212,Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,08:30,19:00,10h 30m,1 stop,No info,9627
10139,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,16:20 10 Jun,21h 25m,1 stop,In-flight meal not included,10844
6116,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,23:35,6h 35m,1 stop,No info,14676
5180,IndiGo,12/04/2019,Kolkata,Banglore,CCU ? BLR,11:30,14:05,2h 35m,non-stop,No info,4174
7396,Jet Airways,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,19:45,04:25 10 Mar,8h 40m,1 stop,No info,15554
4593,Jet Airways,27/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,19:00 28 Jun,19h 55m,2 stops,In-flight meal not included,11150
10042,IndiGo,27/03/2019,Mumbai,Hyderabad,BOM ? HYD,06:20,07:45,1h 25m,non-stop,No info,3175
4264,Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,21:00,14h,1 stop,No info,7618
6836,Vistara,24/06/2019,Banglore,Delhi,BLR ? DEL,17:00,19:35,2h 35m,non-stop,No info,4878
4136,Air India,9/05/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,14:25,19:15 10 May,28h 50m,2 stops,No info,13591
7411,Vistara,1/05/2019,Banglore,Delhi,BLR ? DEL,11:30,14:20,2h 50m,non-stop,No info,4668
1062,IndiGo,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,21:00,11h 45m,1 stop,No info,7318
9725,IndiGo,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:10,01:30 28 May,8h 20m,1 stop,No info,6206
8933,Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,21:50,04:25 07 Jun,6h 35m,1 stop,In-flight meal not included,10262
2676,Air India,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,23:15,13h 15m,1 stop,No info,11936
8605,Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,12:35,6h 35m,1 stop,No info,9794
5641,Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,19:00 25 Jun,25h 30m,1 stop,In-flight meal not included,10262
9102,Vistara,03/03/2019,Banglore,New Delhi,BLR ? DEL,16:00,18:35,2h 35m,non-stop,No info,13383
3598,Air India,1/05/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,08:55 02 May,23h 5m,2 stops,No info,13227
2808,IndiGo,15/03/2019,Mumbai,Hyderabad,BOM ? HYD,06:20,07:45,1h 25m,non-stop,No info,3342
6828,IndiGo,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,01:30 16 Jun,9h 30m,1 stop,No info,6316
5513,Jet Airways,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,19:45,19:45 07 Mar,24h,1 stop,No info,17024
48,Air India,15/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,11:05 16 May,16h 5m,1 stop,No info,6117
9358,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,18:15,11h 45m,1 stop,In-flight meal not included,10844
7818,Air India,15/03/2019,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,non-stop,No info,7082
8435,Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,19:15,7h 50m,1 stop,No info,7354
8672,Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,15:15,01:30 10 Jun,10h 15m,1 stop,No info,6795
5668,IndiGo,15/05/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:50,2h 35m,non-stop,No info,4804
8335,Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,04:25 02 Jun,13h 25m,1 stop,In-flight meal not included,10262
450,Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,19:00,11h 55m,1 stop,In-flight meal not included,10262
7479,Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? HYD ? COK,07:10,22:20,15h 10m,1 stop,No info,6145
6429,Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,18:00,8h 25m,1 stop,In-flight meal not included,10703
10650,Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,18:00,8h 25m,1 stop,In-flight meal not included,12384
6023,SpiceJet,27/04/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No info,4174
7308,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,18:15,9h 50m,1 stop,In-flight meal not included,10844
667,Air India,3/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,19:15 04 Mar,26h 35m,2 stops,No info,14221
5322,Vistara,18/06/2019,Banglore,Delhi,BLR ? DEL,11:30,14:20,2h 50m,non-stop,No info,4668
21,Air India,21/03/2019,Banglore,New Delhi,BLR ? COK ? DEL,22:00,13:20 19 Mar,15h 20m,1 stop,No info,6955
7222,IndiGo,3/03/2019,Mumbai,Hyderabad,BOM ? HYD,09:10,10:40,1h 30m,non-stop,No info,5755
2554,Air India,15/05/2019,Delhi,Cochin,DEL ? MAA ? COK,09:45,09:25 16 May,23h 40m,1 stop,No info,7480
7768,IndiGo,1/05/2019,Banglore,Delhi,BLR ? DEL,06:05,08:50,2h 45m,non-stop,No info,4423
7068,Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,01:30 07 Jun,14h,1 stop,No info,13377
3429,IndiGo,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,21:00,5h,1 stop,No info,6069
8928,Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,10:05 25 May,12h 55m,1 stop,In-flight meal not included,9663
3210,SpiceJet,24/03/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:10 25 Mar,1h 25m,non-stop,No info,2227
10154,IndiGo,18/05/2019,Delhi,Cochin,DEL ? HYD ? COK,05:05,12:10,7h 5m,1 stop,No info,7520
9880,Jet Airways,9/04/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,No info,7229
5416,Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? HYD ? COK,07:05,16:10,9h 5m,1 stop,No info,9646
3723,Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,04:25 10 Jun,15h 25m,1 stop,In-flight meal not included,10262
5788,SpiceJet,9/05/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:15 10 May,1h 30m,non-stop,No check-in baggage included,1965
8270,SpiceJet,21/06/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,3597
9194,IndiGo,12/06/2019,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,non-stop,No info,2227
9486,Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,22:35 19 May,26h 35m,1 stop,In-flight meal not included,10844
10199,Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,20:45 19 May,24h 45m,1 stop,In-flight meal not included,10844
3014,SpiceJet,21/06/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:30,2h 35m,non-stop,No info,3873
7852,IndiGo,12/05/2019,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,non-stop,No info,4332
9248,Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? HYD ? COK,14:55,22:30,7h 35m,1 stop,In-flight meal not included,6093
2463,Vistara,27/04/2019,Banglore,Delhi,BLR ? DEL,17:00,19:35,2h 35m,non-stop,No info,5613
3964,IndiGo,21/03/2019,Delhi,Cochin,DEL ? HYD ? COK,08:35,22:20,13h 45m,1 stop,No info,6790
1986,IndiGo,27/06/2019,Chennai,Kolkata,MAA ? CCU,05:15,07:40,2h 25m,non-stop,No info,3540
4122,Air India,6/06/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,08:55 07 Jun,16h 10m,2 stops,No info,14960
10140,Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:30,19:15,10h 45m,1 stop,No info,8937
3911,GoAir,18/03/2019,Banglore,New Delhi,BLR ? DEL,11:40,14:35,2h 55m,non-stop,No info,4340
5611,Air India,15/03/2019,Banglore,New Delhi,BLR ? MAA ? DEL,11:50,08:55 16 Mar,21h 5m,1 stop,No info,5932
9579,Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,20:45,6h 40m,1 stop,No info,13626
8865,Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,19:00,7h 20m,1 stop,No info,9794
5297,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,20:45,12h 20m,1 stop,In-flight meal not included,10844
5651,Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,05:45,12:00,6h 15m,1 stop,In-flight meal not included,8586
7346,IndiGo,27/03/2019,Chennai,Kolkata,MAA ? CCU,13:20,15:35,2h 15m,non-stop,No info,3384
5662,Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,20:35,11:25 02 Mar,14h 50m,1 stop,No info,31825
6596,Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,16:20,7h 55m,1 stop,In-flight meal not included,9899
9840,Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,21:05,11h 30m,1 stop,In-flight meal not included,10703
9234,Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,21:00,13h 30m,1 stop,No info,8055
8800,Multiple carriers,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,21:00,13h,1 stop,No info,16023
698,Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,01:30 16 Jun,12h 40m,1 stop,No info,6795
8526,Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,21:05 19 May,24h 40m,1 stop,No info,14151
9955,Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:15,7h 45m,1 stop,No info,14323
737,SpiceJet,27/04/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 28 Apr,2h 20m,non-stop,No info,3873
1691,Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,18:55,09:30 13 Mar,14h 35m,1 stop,No info,13817
4949,IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,07:10,10:05,2h 55m,non-stop,No info,6860
6977,SpiceJet,27/05/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No info,3873
662,Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,7h 30m,1 stop,No info,14714
10644,Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:00,8h 25m,1 stop,No info,10877
8007,Vistara,6/03/2019,Mumbai,Hyderabad,BOM ? DEL ? HYD,15:40,22:55,7h 15m,1 stop,No info,12395
6785,Air India,6/05/2019,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,non-stop,No info,3100
7331,Air India,12/06/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,17:15,09:25 13 Jun,16h 10m,2 stops,No info,9417
10629,Multiple carriers,3/03/2019,Delhi,Cochin,DEL ? HYD ? COK,07:05,16:10,9h 5m,1 stop,No info,7905
498,Vistara,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,20:20 16 May,24h,1 stop,No info,8610
3584,Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? GWL ? IDR ? BOM ? COK,11:35,01:30 16 May,13h 55m,3 stops,No info,16294
7175,Air India,21/05/2019,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,10:00,05:25 22 May,19h 25m,2 stops,No info,13899
9620,Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,21:50,12:35 10 Jun,14h 45m,1 stop,In-flight meal not included,10262
1763,SpiceJet,21/06/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
920,Vistara,21/06/2019,Chennai,Kolkata,MAA ? CCU,07:05,09:20,2h 15m,non-stop,No info,3687
5093,Jet Airways,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,15:05,04:25 07 Mar,13h 20m,1 stop,No info,15764
9813,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,22:35,6h 5m,1 stop,No info,14781
5895,Air India,1/03/2019,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,non-stop,No info,10082
7758,Air India,15/05/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,23:15,13h 25m,2 stops,No info,14960
4269,Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,04:40 13 May,20h 15m,1 stop,No info,13941
4288,Jet Airways,21/03/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,18:50,13h 20m,2 stops,No info,11702
4671,SpiceJet,24/05/2019,Banglore,Delhi,BLR ? DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,3573
572,Air India,03/03/2019,Banglore,New Delhi,BLR ? DEL,21:10,23:55,2h 45m,non-stop,No info,7591
7150,Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? HYD ? COK,07:10,22:30,15h 20m,1 stop,In-flight meal not included,6093
3146,IndiGo,24/04/2019,Kolkata,Banglore,CCU ? BBI ? BLR,19:35,23:15,3h 40m,1 stop,No info,4226
7935,Air India,3/06/2019,Delhi,Cochin,DEL ? COK,14:10,17:10,3h,non-stop,No info,6934
1985,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,14:25 22 May,28h 50m,1 stop,In-flight meal not included,9314
7185,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,19:00 28 May,19h 55m,2 stops,No info,15129
7865,SpiceJet,24/04/2019,Delhi,Cochin,DEL ? PNQ ? COK,08:45,13:15,4h 30m,1 stop,No info,4812
1842,Air India,21/05/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,08:55 22 May,23h 5m,2 stops,No info,14960
1429,SpiceJet,24/03/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 25 Mar,2h 20m,non-stop,No info,5831
1186,IndiGo,1/06/2019,Kolkata,Banglore,CCU ? BLR,09:35,12:10,2h 35m,non-stop,No info,4804
2778,IndiGo,18/04/2019,Delhi,Cochin,DEL ? COK,14:20,17:35,3h 15m,non-stop,No info,6015
6921,Air India,27/06/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,16:55,19:15 28 Jun,26h 20m,2 stops,No info,13591
2015,Vistara,12/05/2019,Delhi,Cochin,DEL ? COK,06:00,09:10,3h 10m,non-stop,No info,6216
8629,Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,08:15 02 Apr,11h 5m,1 stop,No info,13364
1068,IndiGo,21/06/2019,Delhi,Cochin,DEL ? COK,21:05,00:20 22 Jun,3h 15m,non-stop,No info,5406
2117,Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,22:35,6h 5m,1 stop,No info,12681
4688,IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,21:20,00:15 25 Mar,2h 55m,non-stop,No info,6144
9821,IndiGo,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,01:35 10 Mar,10h 35m,1 stop,No info,13611
8729,Air India,24/06/2019,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,19:15 25 Jun,38h,3 stops,No info,10493
5665,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,12:35 04 Jun,27h 35m,1 stop,In-flight meal not included,10262
8600,IndiGo,9/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,15:15,20:30,5h 15m,1 stop,No info,4565
1084,Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,10:05 07 May,12h 55m,1 stop,In-flight meal not included,7757
7784,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,12:35 04 Jun,13h 45m,1 stop,No info,14714
8920,Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,19:45,04:25 28 Mar,8h 40m,1 stop,No info,12242
7389,Vistara,21/06/2019,Banglore,Delhi,BLR ? DEL,21:00,23:50,2h 50m,non-stop,No info,5613
1827,IndiGo,21/06/2019,Delhi,Cochin,DEL ? COK,05:35,08:50,3h 15m,non-stop,No info,5000
